track_name,artist_name,genre,track_popularity,predicted_popularity,artist_popularity,artist_followers,residual
Lego House,Ed Sheeran,Pop,50.0,49.20137802251407,90.0,124370422.0,0.7986219774859293
Still Into You,Paramore,Alternative,83.0,53.27525132686167,82.0,10042891.0,29.72474867313833
Still Into You,Paramore,Alternative,83.0,53.27525132686167,82.0,10042891.0,29.72474867313833
I Want Crazy (Encore),Hunter Hayes,Country,48.0,43.409836312931326,56.0,1218497.0,4.590163687068674
I Want Crazy (Encore),Hunter Hayes,Country,48.0,43.409836312931326,56.0,1218497.0,4.590163687068674
Already Gone,Kelly Clarkson,Pop,41.0,52.43689484567138,82.0,11037647.0,-11.436894845671382
Already Gone,Kelly Clarkson,Pop,41.0,52.43689484567138,82.0,11037647.0,-11.436894845671382
P.Y.T. (Pretty Young Thing),Michael Jackson,Pop,78.0,61.536252429684275,87.0,38912920.0,16.463747570315725
P.Y.T. (Pretty Young Thing),Michael Jackson,Pop,78.0,61.536252429684275,87.0,38912920.0,16.463747570315725
Back In Black,AC/DC,Hard Rock,86.0,63.343389179229156,83.0,32991368.0,22.656610820770844
Back In Black,AC/DC,Hard Rock,86.0,63.343389179229156,83.0,32991368.0,22.656610820770844
Please Don't Leave Me,P!nk,Pop,40.0,53.542962244870104,80.0,18395396.0,-13.542962244870104
Please Don't Leave Me,P!nk,Pop,40.0,53.542962244870104,80.0,18395396.0,-13.542962244870104
Drops of Jupiter (Tell Me),Train,Rock,20.0,41.92322287303207,75.0,4569142.0,-21.923222873032067
Drops of Jupiter (Tell Me),Train,Rock,20.0,41.92322287303207,75.0,4569142.0,-21.923222873032067
Blow Me (One Last Kiss),P!nk,Pop,66.0,54.54489439356906,80.0,18395396.0,11.45510560643094
Blow Me (One Last Kiss),P!nk,Pop,66.0,54.54489439356906,80.0,18395396.0,11.45510560643094
Say Aah (feat. Fabolous),Trey Songz,R&B/Soul,4.0,34.75044049745051,72.0,7803946.0,-30.750440497450512
Say Aah (feat. Fabolous),Trey Songz,R&B/Soul,4.0,34.75044049745051,72.0,7803946.0,-30.750440497450512
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Dance,74.0,61.18225865168708,89.0,27445358.0,12.817741348312921
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Dance,74.0,61.18225865168708,89.0,27445358.0,12.817741348312921
Wheel In the Sky (2024 Remaster),Journey,Rock,49.0,53.013964997295396,76.0,6687304.0,-4.013964997295396
Wheel In the Sky (2024 Remaster),Journey,Rock,49.0,53.013964997295396,76.0,6687304.0,-4.013964997295396
Good Girl,Carrie Underwood,Country,59.0,49.22706854790318,72.0,6160672.0,9.77293145209682
Good Girl,Carrie Underwood,Country,59.0,49.22706854790318,72.0,6160672.0,9.77293145209682
CAN'T STOP THE FEELING!,Justin Timberlake,Soundtrack,72.0,63.91175627119711,84.0,16203737.0,8.088243728802887
CAN'T STOP THE FEELING!,Justin Timberlake,Soundtrack,72.0,63.91175627119711,84.0,16203737.0,8.088243728802887
Undo It,Carrie Underwood,Country,57.0,48.88860950285086,72.0,6160672.0,8.111390497149138
Undo It,Carrie Underwood,Country,57.0,48.88860950285086,72.0,6160672.0,8.111390497149138
Night Changes,One Direction,Pop,26.0,59.26107471536333,85.0,40607447.0,-33.26107471536333
Night Changes,One Direction,Pop,26.0,59.26107471536333,85.0,40607447.0,-33.26107471536333
Want to Want Me,Jason Derulo,Pop,22.0,49.098984724463946,78.0,12516470.0,-27.098984724463946
Want to Want Me,Jason Derulo,Pop,22.0,49.098984724463946,78.0,12516470.0,-27.098984724463946
Pretty Hurts,Beyoncé,Pop,65.0,57.05811746943467,86.0,41847546.0,7.94188253056533
Pretty Hurts,Beyoncé,Pop,65.0,57.05811746943467,86.0,41847546.0,7.94188253056533
Come With Me Now,KONGOS,Alternative,69.0,39.502568069916855,54.0,300061.0,29.497431930083145
Come With Me Now,KONGOS,Alternative,69.0,39.502568069916855,54.0,300061.0,29.497431930083145
Ring of Fire,Johnny Cash,Country,64.0,45.77297970324333,76.0,6998641.0,18.22702029675667
Ring of Fire,Johnny Cash,Country,64.0,45.77297970324333,76.0,6998641.0,18.22702029675667
In the Ayer (feat. Will.I.am),Flo Rida,Hip-Hop/Rap,61.0,51.13156417256153,82.0,9113949.0,9.868435827438468
In the Ayer (feat. Will.I.am),Flo Rida,Hip-Hop/Rap,61.0,51.13156417256153,82.0,9113949.0,9.868435827438468
For the First Time,The Script,Pop,72.0,50.25417709300863,78.0,8932663.0,21.74582290699137
For the First Time,The Script,Pop,72.0,50.25417709300863,78.0,8932663.0,21.74582290699137
Castle on the Hill,Ed Sheeran,Pop,7.0,56.3945304217091,90.0,124370422.0,-49.3945304217091
Castle on the Hill,Ed Sheeran,Pop,7.0,56.3945304217091,90.0,124370422.0,-49.3945304217091
One Call Away,Charlie Puth,Pop,71.0,54.65059596435897,82.0,25728999.0,16.34940403564103
One Call Away,Charlie Puth,Pop,71.0,54.65059596435897,82.0,25728999.0,16.34940403564103
Catch My Breath,Kelly Clarkson,Pop,53.0,52.48776044104377,82.0,11037647.0,0.5122395589562316
Mine (feat. Drake),Beyoncé,Pop,59.0,58.55400092091814,86.0,41847546.0,0.445999079081858
You and Tequila (feat. Grace Potter),Kenny Chesney,Country,60.0,48.37706101294003,71.0,4954062.0,11.622938987059968
Marry You,Bruno Mars,Pop,42.0,56.42055055371024,94.0,78066276.0,-14.420550553710243
Dreaming with a Broken Heart,John Mayer,Pop,55.0,54.736262033564536,78.0,6275040.0,0.263737966435464
"Lovin', Touchin', Squeezin' (2024 Remaster)",Journey,Rock,48.0,50.80980949467838,76.0,6687304.0,-2.809809494678383
Roll Up,Wiz Khalifa,Hip-Hop/Rap,66.0,50.38725981100777,84.0,12254440.0,15.612740188992227
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,Pop,45.0,53.83990968071256,82.0,8982876.0,-8.839909680712559
Steal My Girl,One Direction,Pop,83.0,58.907318430852676,85.0,40607447.0,24.092681569147324
Human,Christina Perri,Pop,53.0,47.65397158468921,74.0,4372284.0,5.346028415310791
You Shook Me All Night Long,AC/DC,Hard Rock,83.0,62.77854012496953,83.0,32991368.0,20.22145987503047
F**kin' Perfect,P!nk,Pop,63.0,54.32538174856952,80.0,18395396.0,8.67461825143048
Cyclone (feat. T-Pain),Baby Bash,Hip-Hop/Rap,60.0,48.226277655719215,65.0,1085077.0,11.773722344280785
Lights (2024 Remaster),Journey,Rock,50.0,52.225345630611706,76.0,6687304.0,-2.225345630611706
Two Black Cadillacs,Carrie Underwood,Country,58.0,50.50759571156784,72.0,6160672.0,7.492404288432162
Madness,Muse,Alternative,69.0,53.02361748043719,78.0,8596941.0,15.976382519562812
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,Pop,80.0,49.32204836493944,71.0,16208108.0,30.67795163506056
Last Name,Carrie Underwood,Country,56.0,48.54651878682748,72.0,6160672.0,7.453481213172523
Hypnotize,The Notorious B.I.G.,Hip-Hop/Rap,84.0,56.90498017913403,80.0,13183130.0,27.09501982086597
I Like It,"Cardi B, Bad Bunny & J Balvin",Hip-Hop/Rap,19.0,40.43251887927597,82.0,26331663.0,-21.432518879275968
Burn It to the Ground,Nickelback,Rock,46.0,54.24928134714002,80.0,8033061.0,-8.24928134714002
Two Is Better Than One (feat. Taylor Swift),BOYS LIKE GIRLS,Alternative,64.0,48.00774602289983,61.0,1301863.0,15.99225397710017
Please Don't Go,Mike Posner,Pop,67.0,50.42030497587844,71.0,1574655.0,16.579695024121563
Gorilla,Bruno Mars,Pop,35.0,63.02885696013698,94.0,78066276.0,-28.028856960136977
Elastic Heart,Sia,Pop,80.0,58.37472840379133,88.0,30874295.0,21.62527159620867
Iris,The Goo Goo Dolls,Rock,56.0,58.41182098329464,78.0,3710985.0,-2.411820983294639
Do I Wanna Know?,Arctic Monkeys,Alternative,88.0,63.731753894003994,87.0,33000653.0,24.268246105996006
This Afternoon,Nickelback,Rock,35.0,55.0055218558164,80.0,8033061.0,-20.005521855816397
Mr. Know It All,Kelly Clarkson,Pop,49.0,50.819661638112315,82.0,11037647.0,-1.819661638112315
Perfect,One Direction,Pop,82.0,58.742183259960804,85.0,40607447.0,23.257816740039196
Just a Dream,Carrie Underwood,Country,52.0,49.0966378105727,72.0,6160672.0,2.9033621894272983
NO,Meghan Trainor,Pop,79.0,56.96798703930144,79.0,15755443.0,22.03201296069856
Enter Sandman,Metallica,Metal,85.0,63.53142092782957,85.0,33112335.0,21.468579072170428
Mine Would Be You,Blake Shelton,Country,61.0,44.583380229834624,76.0,7554646.0,16.416619770165376
Haunted,Beyoncé,Pop,76.0,58.435567023180184,86.0,41847546.0,17.564432976819816
Blue (feat. Blue Ivy),Beyoncé,Pop,61.0,57.172655515273355,86.0,41847546.0,3.8273444847266447
Somethin' Bad (with Carrie Underwood),Miranda Lambert,Country,64.0,47.87580942648248,69.0,3735664.0,16.124190573517517
Savin' Me,Nickelback,Rock,74.0,54.934529739558336,80.0,8033061.0,19.065470260441664
Rocket,Beyoncé,Pop,56.0,58.71849244555419,86.0,41847546.0,-2.7184924455541903
Black or White,Michael Jackson,Pop,74.0,61.45220608754196,87.0,38912920.0,12.54779391245804
Blow,Beyoncé,Pop,58.0,57.70208323670909,86.0,41847546.0,0.29791676329090677
Barefoot Blue Jean Night,Jake Owen,Country,69.0,41.97112982760644,61.0,2017406.0,27.02887017239356
If U Seek Amy,Britney Spears,Pop,73.0,54.13424024757044,84.0,18332608.0,18.86575975242956
One Step At a Time,Jordin Sparks,Pop,65.0,50.55285844216075,66.0,2540795.0,14.447141557839252
Jealous,Beyoncé,Pop,55.0,56.14721782424898,86.0,41847546.0,-1.1472178242489832
Sure Be Cool If You Did,Blake Shelton,Country,60.0,44.273196211949504,76.0,7554646.0,15.726803788050496
Beat of the Music,Brett Eldredge,Country,1.0,49.1295101944587,70.0,1500517.0,-48.1295101944587
Heaven,Beyoncé,Pop,54.0,56.72693295464489,86.0,41847546.0,-2.7269329546448873
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,Pop,39.0,41.661422272889205,71.0,1735564.0,-2.6614222728892045
Thunderstruck,AC/DC,Rock,87.0,62.14358097807279,83.0,32991368.0,24.85641902192721
See You Again,Carrie Underwood,Country,53.0,49.878817582808686,72.0,6160672.0,3.1211824171913136
Untouched,The Veronicas,Pop,64.0,36.87543109856123,58.0,988759.0,27.12456890143877
Watching You,Rodney Atkins,Country,67.0,46.40520084696187,61.0,2028532.0,20.59479915303813
If Everyone Cared,Nickelback,Rock,67.0,54.91752403682341,80.0,8033061.0,12.082475963176591
Superpower (feat. Frank Ocean),Beyoncé,Pop,59.0,57.29199226122923,86.0,41847546.0,1.7080077387707675
Beachin',Jake Owen,Country,54.0,42.139815799358765,61.0,2017406.0,11.860184200641235
Damaged,Danity Kane,Pop,15.0,24.42920347522908,51.0,663675.0,-9.42920347522908
No Angel,Beyoncé,Pop,51.0,56.69979803697184,86.0,41847546.0,-5.699798036971842
Count on Me,Bruno Mars,Pop,19.0,56.01585193197034,94.0,78066276.0,-37.01585193197034
The Man Who Can't Be Moved,The Script,Pop,73.0,45.932845127994185,78.0,8932663.0,27.067154872005815
Who's Crying Now (2024 Remaster),Journey,Rock,56.0,52.27121183003153,76.0,6687304.0,3.7287881699684675
Magic,Coldplay,Alternative,9.0,57.14406282435042,91.0,62142753.0,-48.14406282435042
Gravity,Sara Bareilles,Singer/Songwriter,62.0,53.041677818939675,65.0,2002784.0,8.958322181060325
Love Drunk,BOYS LIKE GIRLS,Alternative,64.0,47.23014449883476,61.0,1301863.0,16.76985550116524
Heartbreak Warfare,John Mayer,Rock,64.0,53.866006259893076,78.0,6275040.0,10.133993740106924
Young Girls,Bruno Mars,Pop,35.0,62.84510879611308,94.0,78066276.0,-27.84510879611308
We Didn't Start the Fire,Billy Joel,Rock,27.0,56.44895249320904,81.0,7667867.0,-29.448952493209042
Starstrukk,3OH!3,Alternative,47.0,52.081037396214306,64.0,1087170.0,-5.081037396214306
Bad,Michael Jackson,Pop,64.0,61.298939358433664,87.0,38912920.0,2.701060641566336
All I Want for Christmas Is You,Mariah Carey,Christmas: Pop,96.0,56.704286353633904,86.0,12343464.0,39.295713646366096
Footloose,Kenny Loggins,Soundtrack,73.0,54.02077603731376,68.0,1291819.0,18.97922396268624
Live While We're Young,One Direction,Pop,73.0,54.15302180306817,85.0,40607447.0,18.84697819693183
Music,Madonna,Pop,84.0,60.01942744832906,96.0,117116492.0,23.98057255167094
So What,P!nk,Pop,77.0,52.61082646588586,80.0,18395396.0,24.389173534114143
Superstar (feat. Matthew Santos),Lupe Fiasco,Hip-Hop/Rap,3.0,36.252187014332705,70.0,2009721.0,-33.252187014332705
Little Things,One Direction,Pop,72.0,55.68612776039286,85.0,40607447.0,16.313872239607143
Tongue Tied,GROUPLOVE,Alternative,78.0,45.673607372790265,63.0,1272130.0,32.326392627209735
Give Me Love,Ed Sheeran,Pop,69.0,53.422428429216005,90.0,124370422.0,15.577571570783995
Eye of the Tiger,Survivor,Rock,47.0,45.62232631228502,70.0,1462941.0,1.3776736877149816
Me Too,Meghan Trainor,Pop,32.0,57.31058044836418,79.0,15755443.0,-25.310580448364178
Show Me (feat. Chris Brown),Kid Ink,Hip-Hop/Rap,74.0,45.88164326347911,69.0,2981731.0,28.118356736520887
Show Me (feat. Chris Brown),Kid Ink,Hip-Hop/Rap,74.0,45.88164326347911,69.0,2981731.0,28.118356736520887
679 (feat. Monty),Fetty Wap,Hip-Hop/Rap,38.0,58.96547019020603,75.0,5182020.0,-20.965470190206027
679 (feat. Monty),Fetty Wap,Hip-Hop/Rap,38.0,58.96547019020603,75.0,5182020.0,-20.965470190206027
Temporary Home,Carrie Underwood,Country,49.0,50.0160566747172,72.0,6160672.0,-1.0160566747171984
Temporary Home,Carrie Underwood,Country,49.0,50.0160566747172,72.0,6160672.0,-1.0160566747171984
Only the Young (2024 Remaster),Journey,Rock,59.0,50.346335600454914,76.0,6687304.0,8.653664399545086
Only the Young (2024 Remaster),Journey,Rock,59.0,50.346335600454914,76.0,6687304.0,8.653664399545086
Black and Yellow,Wiz Khalifa,Hip-Hop/Rap,59.0,47.01916278430167,84.0,12254440.0,11.98083721569833
Black and Yellow,Wiz Khalifa,Hip-Hop/Rap,59.0,47.01916278430167,84.0,12254440.0,11.98083721569833
Never Gonna Be Alone,Nickelback,Rock,63.0,54.43084041343003,80.0,8033061.0,8.569159586569967
